hotels_id,check_in,check_out,Room Name,Rate Name,Number of Guests,Cancellation Policy,Price,Currency,Top Deal
18482,2024-07-01,2024-07-02,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",552.32,AUD,True
18482,2024-07-01,2024-07-02,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",434.95,AUD,True
18482,2024-07-01,2024-07-02,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",434.96,AUD,True
18482,2024-07-01,2024-07-02,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",483.28,AUD,True
18482,2024-07-01,2024-07-02,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",535.07,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",372.81,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",372.82,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",414.24,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",466.02,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",403.89,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",403.89,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",448.76,AUD,True
18482,2024-07-01,2024-07-02,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",500.55,AUD,True
18482,2024-07-01,2024-07-02,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",335.54,AUD,True
18482,2024-07-01,2024-07-02,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",335.55,AUD,True
18482,2024-07-01,2024-07-02,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",372.81,AUD,True
18482,2024-07-01,2024-07-02,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",424.61,AUD,True
18482,2024-07-02,2024-07-03,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",489.32,AUD,True
18482,2024-07-02,2024-07-03,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",541.10,AUD,True
18482,2024-07-02,2024-07-03,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.69,AUD,True
18482,2024-07-02,2024-07-03,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",595.46,AUD,True
18482,2024-07-02,2024-07-03,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",473.78,AUD,True
18482,2024-07-02,2024-07-03,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",525.58,AUD,True
18482,2024-07-02,2024-07-03,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",526.44,AUD,True
18482,2024-07-02,2024-07-03,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",578.21,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",411.65,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",457.39,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",463.43,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",509.18,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",442.73,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",491.91,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",494.50,AUD,True
18482,2024-07-02,2024-07-03,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.69,AUD,True
18482,2024-07-02,2024-07-03,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",598.06,AUD,True
18482,2024-07-02,2024-07-03,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 21, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",649.85,AUD,True
18482,2024-07-02,2024-07-03,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",664.52,AUD,True
18482,2024-07-02,2024-07-03,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 01, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",716.29,AUD,True
18482,2024-07-03,2024-07-04,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 22, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",442.72,AUD,True
18482,2024-07-03,2024-07-04,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 22, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",442.73,AUD,True
18482,2024-07-03,2024-07-04,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 02, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",491.91,AUD,True
18482,2024-07-03,2024-07-04,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 02, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.69,AUD,True
18482,2024-07-05,2024-07-06,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 24, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",542.13,AUD,True
18482,2024-07-05,2024-07-06,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 24, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",593.93,AUD,True
18482,2024-07-05,2024-07-06,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 04, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",602.37,AUD,True
18482,2024-07-05,2024-07-06,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 04, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",654.15,AUD,True
18482,2024-07-05,2024-07-06,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 24, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",427.19,AUD,True
18482,2024-07-05,2024-07-06,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 04, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",474.65,AUD,True
18482,2024-07-05,2024-07-06,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 24, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",478.97,AUD,True
18482,2024-07-05,2024-07-06,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 04, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",526.44,AUD,True
18482,2024-07-05,2024-07-06,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 24, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",650.87,AUD,True
18482,2024-07-05,2024-07-06,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 24, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",702.66,AUD,True
18482,2024-07-05,2024-07-06,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 04, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",723.21,AUD,True
18482,2024-07-05,2024-07-06,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 04, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",774.97,AUD,True
18482,2024-07-07,2024-07-08,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 26, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",450.48,AUD,True
18482,2024-07-07,2024-07-08,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 26, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",450.49,AUD,True
18482,2024-07-07,2024-07-08,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",500.55,AUD,True
18482,2024-07-07,2024-07-08,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",552.32,AUD,True
18482,2024-07-07,2024-07-08,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 26, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",403.89,AUD,True
18482,2024-07-07,2024-07-08,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 26, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",403.89,AUD,True
18482,2024-07-07,2024-07-08,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jul 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",448.76,AUD,True
